"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"New Caledonia","NCL","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","165973488.208203","164026874.493914","137837667.24076","115801514.12213","119974850.013663","250935430.528201","","","","794244257.826905","","","","","","","","756301152.858653","815791065.037971","784548630.428557","755820487.129028","916238268.847221","1446530406.68317","1568230812.4499","1862028446.97807","2364055452.61612","3313900656.92006","3745191732.92349","2963025300.44719","3974592558.85261","4312932756.01426","3952243961.05099","3993969963.33898","3786414144.05679","3034126367.23036","2550701811.01749","2549626963.51806","","","","",
"Niger","NER","Gross capital formation (current US$)","NE.GDI.TOTL.CD","30098283.1951471","33561926.7055669","52517520.842695","72210772.8299004","62940628.6322498","53669107.148468","55074845.0006187","57694912.4982876","62299269.2415356","38945518.2823859","64014805.1885091","53949335.1346346","82220356.8180628","141363962.453093","154486803.95522","150111399.267146","151264851.925399","254189537.43431","407989777.798852","544885903.453152","705226621.500609","440508399.651862","415390709.490354","226207522.843812","45999979.4029935","183634084.044313","220902967.00114","260201258.349233","434449485.341862","298111358.54459","396361926.44073","397265169.33829","287872509.839746","199380613.470847","251610764.282075","277072332.196197","352848790.46604","312174682.27733","386634969.500898","284220476.98901","294615894.780121","337737215.313483","406924156.121002","472806214.340675","469948417.333854","847532932.050016","942163288.322777","1084040131.52438","1929744926.90583","2093318924.10142","2562665191.97978","2773404384.43743","2763428351.78021","3038070904.08658","3379470848.53226","3133391981.248","2861878119.27528","2909833323.54556","3712391434.09851","3953525936.87437","3915814909.8484","4110636551.05119",
"Nigeria","NGA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","147009674332.94","122687279923.372","73552439596.3303","43317103653.0793","34211332024.3424","30116137460.5809","26331546462.8633","21668687242.4099","23096630581.2473","28739848390.8674","23776129684.5084","20924326477.3219","12346639258.2781","14238169537.1079","16408715527.2882","18706802122.5","20953990957.6041","22177408112.5","22764535463.6927","23688652505.0321","22513207252.947","26218304611.6084","30779432862.4693","36816628571.9208","46007392712.5445","66446868684.5136","59115420478.9567","67545569382.2184","65048063825.9167","64451254554.2638","67809055788.934","69404614241.6679","77517772776.564","90736563331.142","76370361782.9367","62181351621.7258","58144125749.4116","83562457327","113893694567.051","118842245855.716","149154697147.503",
"Nicaragua","NIC","Gross capital formation (current US$)","NE.GDI.TOTL.CD","33317265.047619","35697065.6666667","45692260.7619048","50927822.8095238","67110515.7619047","118514288.785714","139471430.857143","137957142.928571","123428574.642857","141885717","144400000.571429","146428570.142857","113171424.214286","262257137.5","479042870.642857","340657149.071429","320071429","573971441.785714","264328569.142857","-87694737.4736842","367347378.473684","577650010.6","462895631.782609","616750021.791667","690310330.241379","620997672.860465","487476816.258278","608441434.585714","703846306.544715","278237570.449269","194580645.16129","309319587.628866","375140000","341911764.705882","677267336.309524","783753054.448871","955454712.50741","1153928800.49957","1197031496.58385","1602517163.42083","1361345941.68637","1293892329.54968","1171911775.4386","1184273311.70551","1397369610.79724","1636291233.64788","1910851588.15528","2323820364.79931","2855114882.89739","1925317731.50766","2175647581.05299","3028321954.3085","3266105229.18286","3394235280.79344","3431039065.59985","4270493968.47759","4145277942.7693","4124102772.29634","3135783375.37873","2188202900.21346","2424371252.7772","3309516362.91263",
"Netherlands","NLD","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","9655699764.80955","11342197601.5097","12634682330.8271","14076361576.49","18496302222.9229","21463761783.7528","22994905019.1704","24939764127.3546","30208176349.1066","36821339376.6551","40865708008.3489","46081969629.7938","33972990373.5759","31196138483.1229","31524638251.8724","30415072115.3846","30881013800.4246","45630064759.8489","55444637728.4595","62850730293.2322","63964096435.623","77172379281.1328","76416809288.0717","84659085213.0326","75196828429.046","81572216975.4208","98277518528.6852","101636601307.19","95212333408.6289","100495445456.565","103790639376.448","94226028638.4316","98049042529.5277","99551892967.059","118845366601.961","133791645369.112","140181603710.506","154304306220","198134121563.53","212560934121.094","180589454072.266","171354182033.334","181413528112.841","157085971755.469","162365086530.197","159810673348.235","172062149565.234","160634886638.522","171716057548.236","191561450080.784","201120312533.333","197939159092.608","217294232507.748",
"Norway","NOR","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","4216634700.1918","4979662410.18155","5407698612.67114","7481529015.92147","9907756737.72948","12311503950.7165","13977091542.1974","15817225509.5332","13928237605.6311","15196777314.824","18228660511.8238","17660074919.4181","18018128292.5318","16256647113.6451","17082276542.3023","17989578002.1402","25883538209.7989","29673320964.7495","30956575111.2475","28112969802.3028","29449494384.7149","27021703250.0887","28144661678.3329","26557279993.2338","29146593742.9154","36645409773.9614","37282396353.3753","40444623519.0997","43650978780.9307","39926915581.0852","37398600286.3051","35868189552.5874","40041333700.744","44821615208.6099","57386363636.3636","69887155607.2953","83567430184.1486","109781462715.594","120931560283.688","95536949573.0166","109073762581.001","129136255295.998","134584615384.615","145592340425.532","138466067177.995","106046295339.465","103658809523.81","110889985895.628","122611743006.456","120896931818.182","109781785998.761","122220139697.322",
"Nepal","NPL","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","47381546.1346633","43837773.9860874","42000262.5016406","43924338.1743409","38222222.2222222","51654320.9876543","68444444.4444444","75061728.3950617","89223898.3530146","106694560.669456","228413836.059338","219831618.334892","221519992","293240120.320312","292833325","355833341.666667","400666666.666667","410782055.147144","480446500.670509","481707443.497179","590951269.577932","577687510.551545","626606222.535042","777329403.763319","758167508.460721","657525501.25577","794235033.259423","704209354.120267","826104166.666667","911102040.816326","1109056224.8996","1230099909.17348","1246431702.61266","1206263115.41566","1031066961.00074","1335920081.07717","1342159084.35374","1225073093.63888","1355314973.28817","1784380687.53922","2150547408.75716","2428409658.11127","2961929420.10995","3803230882.10187","4071736571.34309","6124409681.22786","5999757257.84176","6207675581.37095","6576992101.71473","7043634551.23793","7619431906.74776","6925850372.20774","10813661320.466","13094880139.4997","14145815399.2123","10177303422.7201","12984946398.8465",
"Nauru","NRU","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","1579511703.43823","1934218118.86901","2287311618.86242","3484068456.93613","4880033094.31881","3559972893.60741","3717848791.894","3900464105.85563","4108486622.07358","4904337373.53501","5003860258.63733","6169344767.29664","6398397669.33722","6527339642.4816","6286943897.12745","6671099744.24552","7684305027.46092","9137728257.50542","9527858293.07568","10264544001.8938","9313332934.91902","7499437317.12807","7774351339.85538","9928101321.82954","12490994566.2128","15118889479.2774","16234216733.7311","15150349870.7685","11701668508.8689","13651979864.0303","11595310235.8056","12364808304.0348","15155502981.9114","21293514107.7318","26268907563.0252","29162852918.3975","26500875429.609","33989858161.2405","30257257327.6165","23953401211.8184","29559734877.2992","34601540430.1705","37215108385.6858","42260671654.5756","46290407322.4015","41300580554.0543","43640034110.0921","48969441467.4728","50840045897.2157","50557522852.6723","47317924635.3639","61315603338.5203",
"OECD members","OED","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","635455387980.293","693564017185.809","814475900306.994","1038020151234.32","1165819757154.5","1164040845218.39","1307841831148.23","1485729601743.91","1809618861078.45","2145081769852.02","2321759071493.63","2305233499439.67","2141594432233.07","2181396943853.99","2403658721600.53","2494181659604.81","3029481291547.24","3550605565072.97","4142952595252.37","4386142927310.83","4853019478276.82","4970087990235.82","5183795995732.22","5133320416493.37","5578794986133.9","6202443531666.96","6233949979383.54","6113310122978.73","6136368540102.92","6458909682039.82","6726424346187.12","6342576134765.98","6402392825930.23","7163674925535.41","8139876442326.6","8797550977161.47","9479341074003.23","10355242715439","10728739564764.3","8696056428102.74","9498258308653.48","10540405289861.1","10479425348694.2","10608743393280.5","10967665594476.1","10451310159689.9","10554834673648.9","11224817420280","12026136910838","12225770289755.2","11750794031343.2","13215294737772.9",
"Oman","OMN","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","33416183.3747584","23758099.3520518","22318214.5428366","35277177.8257739","85659287.7767084","109431995.831162","126603934.987169","504053271.569195","746960046.323104","918066010.422698","839316155.182397","791835263.462652","971047770.700637","1333526635.7846","1666473943.2542","2009264910.24899","2100752750.43428","2643890851.18703","2759409380.42849","2351832460.73298","1467620286.08583","1329259297.78934","1155266319.89597","1442912873.86216","1703511053.31599","2036410923.27698","2190637191.15735","2033810143.04291","2067620286.08583","2092327698.30949","2794538361.50845","4766431729.51886","3402560728.21847","2998489986.9961","3348158387.51625","3828040572.17165","5019304031.20936","6909371651.49545","6659692327.69831","10104633289.987","14339812483.7451","22217254876.4629","13649289206.762","13022844213.264","21437191157.3472","26406241872.5618","29100130039.0117","26532119635.8908","28628348504.5514","27111313394.0182","27364629388.8166","28984473342.0026","23657680364.1092","20966715734.7204","19762822626.788",
"Other small states","OSS","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15347669305.3159","18616963699.3092","20052732772.58","21462979926.0729","21773424247.6961","18022376503.2102","21032235505.8111","22082620853.5278","25840590350.1958","32624952982.4002","39845646997.0743","50550929836.925","67451075934.1598","88544372957.1062","106293804519.034","87197496333.287","91127429652.3764","106377583931.362","113806579245.332","114049219490.807","124794642417.637","110517381044.795","126377410302.59","127589010042.359","140018775971.186","139060978746.185","123086914104.463","132016713578.773",
